백종원이 추천하는 집밥 메뉴 56,집밥 메뉴 레시피 56가지,만능맛간장 활용법,간편한 닭고기 요리,초간단 김치 만들기,다양한 고기반찬 비법
붕대 감기,'여성 서사'의 복잡한 감정,다양한 여성들의 개별적 서사,사회적 환부에 대한 고찰,우정 속의 상처와 연대,계층과 직업을 초월한 연결
게으름이 습관이 되기 전에,'습관'의 중요성  ,게으름 극복 훈련법  ,'작심삼일'의 악순환  ,중요한 일 우선순위 재정렬  ,미루는 습관 없애기
말습관 트레이닝,소통 능력 향상  ,말습관 트레이닝  ,직장 내 대화 상황  ,말실수 줄이기  ,평가받는 소통 스타일  
부동산 소액 투자의 정석,소액 부동산 투자 전략  ,전세 레버리지 활용법  ,경제적 자유 달성 방법  ,시장 변동 속 투자 기회  ,가성비 높은 자산 관리
그래서 철학이 필요해,위대한 철학자들의 현실적인 인생 상담  ,"일, 자존감, 사랑에 대한 고민 해결  ",철학적 조언으로 삶의 문제 접근하기  ,‘데카르트’와 ‘들뢰즈’의 조언  ,철학 탐구를 위한 추천 도서 소개
말 쫌 통하는 엄마,아이와의 효과적인 대화 방법  ,부모의 긍정적 언어 습관  ,자기 긍정 의식 육성하기  ,부모와 자녀의 커뮤니케이션 장벽  ,'말 쫌 통하는 엄마'의 비법 공유  
나의 첫 미술 공부,미술 감상의 본질과 방법  ,미술을 통한 힐링과 치유  ,전시회 방문 시 유용한 가이드  ,고정관념을 버리고 미술과 친해지기  ,일상 속에서의 미술 경험
배움의 발견,'타라 웨스트오버'의 자기 발견 여정  ,교육의 기회를 찾는 가족과의 갈등  ,전통적 신념에서 벗어나기  ,고립된 유년 시절과 그로 인한 고통  ,새로운 세계관을 얻는 배움의 힘
"빅데이터, 사람을 읽다",소비자 프로파일링 분석 기법  ,대한민국 소비 트렌드  ,10개 소비자 유형  ,최근 떠오르는 상권  ,라이프스타일 세분화
재무제표를 꿰뚫어보는 법,재무제표 분석 기법  ,저평가된 기업 선별 방법  ,회계 기본 구조 설명  ,실전 투자 전략  ,주식 투자 필수 지식  
한국어 임베딩,자연어 처리 임베딩 기법,단어 및 문장 수준 임베딩,한국어 말뭉치 전처리 기술,임베딩 파인 튜닝 실습,통계적 패턴 기반의 의미 함축
AI시대의 저널리즘,자동화와 AI의 언론 적용,인간 기자와 로봇 기자의 협력,뉴스 생산의 본질과 변화,기술과 인간의 조화,언론 환경의 새로운 노동 형태
가짜뉴스 전쟁,가짜뉴스의 생성과 확산 원인,여론 조작 문제와 언론의 역할,정보 혼돈과 민주주의 위기,시민의 역할과 저널리즘 복원,글로벌 가짜뉴스 현상의 심각성
데이터 테크놀로지와 커뮤니케이션 연구,데이터 테크놀로지 시대의 커뮤니케이션 변화  ,정보에서 데이터로의 연구 초점 변화  ,미디어 환경의 변화 전망  ,커뮤니케이션 관점에서의 데이터 활용  ,4차 산업혁명과 데이터 분석의 시사점
부자의 독서,경제적 자유를 위한 독서,가치투자와 철학적 사고,부자의 독서 습관,투자 관련 필독서 23권,통찰력과 기회의 확장
하버드 머스트 리드: 스타트업 기업가정신,스타트업 성장 전략,사업계획서 작성법,기업가정신 인사이트,투자자 매혹 기술,창업자의 딜레마
하버드 머스트 리드: 비즈니스 모델 혁신,혁신적 비즈니스 모델 개발,시장 수요와 기술 변화 분석,기업 수익 구조 최적화,"'아마존', '우버', '에어비앤비' 사례 연구",경쟁 우위를 확보하는 전략
하버드 머스트 리드: AI 경영,AI와 경영 전략의 통합  ,블록체인 기술의 경제적 잠재력  ,데이터 과학과 비즈니스 통찰력  ,증강현실을 통한 직원 교육 혁신  ,드론 및 무인차량의 산업 활용
교감완역 난중일기,난중일기 완역본,역사적 문서 해독,조선 시대 기록,개인 일기 연구,전통 문화 이해
린치핀,예술적 잠재력 발휘하기  ,대체할 수 없는 '린치핀'의 중요성  ,기존 시스템에서 벗어나기  ,크리에이터 경제와 밀레니얼 세대  ,개인의 창조성과 혁신적 사고
면접 바이블,면접관의 심리 이해하기  ,성공적인 커리어 쌓기  ,자소서와 면접 준비 전략  ,취업 필살기 개발하기  ,실제 사례를 통한 취업 고민 해결
"아무튼, 떡볶이",떡볶이에 대한 애정,평범한 일상 속의 떡볶이,'요조'의 음식과 사람들 이야기,추억과 감사의 마음,맛집 탐방과 레시피 비밀
출근길의 주문,일하는 여성의 권리  ,실생활에서의 말하기와 글쓰기  ,여성의 네트워킹 전략  ,'체감 정년'에 대한 논의  ,여성들의 불안감과 대처 방법  
"22똥괭이네, 이제는 행복한 집고양이랍니다",스물두 마리 고양이의 구조 이야기  ,'이삼(23) 집사'의 일상과 보살핌  ,길고양이에서 집고양이로의 변화  ,고양이들의 개성과 환상의 케미  ,사랑스러운 일러스트와 감동적인 사연
낭만이 나를 죽일 거예요,감성적인 언어의 향연,사랑과 이별의 희로애락,서지음의 몽환적인 상상력,사회적 이슈와 현실 반영,로맨틱한 감성 에세이
압축 공부,압축적인 공부 전략,성적 역전왕의 비법,목표 달성을 위한 노력 체크,70가지 실천 가능한 체크리스트,효과적인 공부 루틴 구축
헤겔의 체계와 미학,헤겔 미학의 철학적 엄밀함,예술의 종언과 과거성 명제,비판적 대안 이론 모델 제시,심도 있는 미학적 이해,학문적 변증법을 통한 미래 지향
흥하는 도시 망하는 도시,도시의 흥망성쇠 분석,역사적 경제적 관점,시민 의지와 도시 발전,전쟁과 경제 변화,사례 연구를 통한 도시 미래
"마흔, 논어를 읽어야 할 시간",'논어'를 통한 인생의 지혜,마흔의 독자를 위한 삶의 격 향상,공자의 리더십과 덕목 탐구,동양고전의 현대적 적용,인생 매뉴얼로서의 '논어'
사형에 이르는 병,연쇄살인범의 심리 분석  ,마사야의 조사 여정  ,과거와 현재의 연결  ,심리 조작의 기술  ,'하이무라 야마토'와의 관계
쓸 만한 인간,자기 위로와 응원,유머러스한 문체의 에세이,청춘의 고민과 성장,자신의 약점 드러내기,긍정적인 자기 확신
외로움의 철학,외로움의 긍정적 및 부정적 측면,우정과 사랑의 중요성,정신 및 신체 건강에 미치는 영향,현대 사회의 고독 문제,존재의 복잡다단한 측면
인공지능과 어떻게 공존할 것인가,AI 리터러시와 미래 경쟁력  ,인간과 AI의 공존 방안  ,로봇과 인공지능의 사회적 역할  ,초고령 사회의 해결책으로서 AI  ,정책 방향과 혁신 방안
확언과 EFT로 나는 왜 하는 일마다 잘되지?,부정적 사고 극복을 위한 확언,EFT를 통한 감정 해방 기술,긍정적인 자기암시의 중요성,한계성에서 가능성으로의 전환,다양한 분야에서의 확언 활용
Do it! 지옥에서 온 문서관리자 깃&깃허브 입문,프로그래밍 입문서,'생활코딩' 강의 재구성,깃&깃허브 유용한 기능,실습 및 연습 문제,비주얼 스튜디오 코드 꿀팁
걱정을 잘라드립니다,인생의 실용적 지혜,성장과 치유의 과정,고요한 반성과 통찰,하루 한 꼭지 읽기,행복의 지름길 발견
나를 아프게 하지 않는다,자존감의 중요성,진짜 자존감과 가짜 자존감 구분,자기중심 잃지 않기,아픈 과거 극복하기,긍정적인 관계 맺기
덧니가 보고 싶어,'재화'의 죽음과 그로 인한 감정,상상력과 창의성을 바탕으로 한 복합적인 이야기,동세대의 감수성과 현대 사회 반영,스릴러적 긴장감과 유머의 조화,어려운 선택을 하는 이들의 이야기
유럽 도자기 여행: 동유럽 편,동유럽 도자기 역사 탐방,포슬린 아트와 마니아 문화,"독일, 오스트리아, 체코, 폴란드, 헝가리 도시 여행",이국적인 풍경과 도자기 사진,문화 체험과 여행 정보 제공
리더의 용기,대담한 리더십의 힘  ,브레네 브라운의 리더십 비밀  ,밀레니얼 세대와의 소통  ,위기를 돌파하는 조직 회복력  ,신뢰와 공감의 조직 문화
마르타의 일,자매의 경쟁과 비교,SNS 셀럽의 죽음 진실,청년 여성의 폭력과 상처,성장과 투쟁의 여성 서사,사회적 시선의 압박
포스트휴먼 오디세이,포스트휴머니즘의 새로운 감수성  ,인간과 비인간의 건강한 관계  ,트랜스휴머니즘과 진화론의 연결  ,인공지능과 윤리적 기준의 필요성  ,인류세 시대의 환경 문제와 책임
해빗,'습관 과학'의 힘,'상황' 재배열을 통한 목표 달성,무의식의 43% 활용하기,'노력'과 '의지력'의 한계,현대 사회의 '습관 형성' 영향
문장의 일,문장 쓰기 방법론,훌륭한 문장 읽기 훈련,형식미와 내용의 관계,문학 거장들의 문장 분석,글쓰기 능력 향상 안내서
미래학자의 인공지능 시나리오,인공지능 시대의 변화와 기회  ,빅데이터와 기계학습의 중요성  ,기업 가치 결정의 인공지능 예측 능력  ,인공지능 기술의 역사와 발전  ,미래 산업 혁명과 인간의 대비 방법  
애쓰다 지친 나를 위해,자기 돌봄의 중요성  ,애쓰는 삶의 고통  ,일과 인간관계의 스트레스  ,힘든 순간의 성찰  ,'저자'의 회복 이야기  
유튜브 트렌드 2020,유튜브 알고리즘의 영향,2020년 유튜브 트렌드 분석,사회적 문제와 유튜브,주목할 유튜브 채널 77개,크리에이터 및 인플루언서 협업 가이드
이웃집 백만장자 변하지 않는 부의 법칙,자수성가한 부자들의 행동 패턴,부의 축적 공식,이웃집 백만장자의 진짜 모습,소비 및 재무관리의 영향,부의 신화와 현실 분석
추운 나라에서 돌아온 스파이,냉전 시기의 국제 첩보전,'리머스'의 스파이 활동과 사랑,'문트' 제거를 위한 음모,영국 정보부의 비극적 현실,'리즈'와의 금지된 사랑
틱낫한 불교,행복을 위한 불교 가르침,고통을 끌어안는 방법,마음의 평온 찾기,‘틱낫한’ 스님의 영혼 울리는 이야기,삶의 현장에서의 깨달음
남극점에서 본 우주,남극의 극한 환경 탐험  ,실험 천문학자들의 우주 관측  ,블랙홀 사진 촬영 과정  ,우주의 탄생과 비밀 탐구  ,첨단 장비 설계 및 설치 과정
뇌가 지어낸 모든 세계,뇌의 기능과 구조 이해하기  ,의식과 무의식 탐구  ,신경계 질환 환자의 경험  ,인간의 기억과 감정 형성  ,심리학과 행동경제학의 연결
제 마음대로 살아보겠습니다,'여행 유튜버'의 성장기  ,아프리카에서의 90일 여행  ,청춘의 고민과 진로 문제  ,여행이 일상이 되는 삶  ,솔직한 여행 에피소드와 꿀팁
로버트 파우저의 도시 탐구기,도시의 복합적인 의미  ,다양한 도시 탐구 경험  ,언어와 도시의 관계  ,도시 생활자의 시선  ,개인적 추억과 도시 분석  
조지 길더 구글의 종말,구글의 체계적 약점  ,인터넷 세상의 대변혁  ,새로운 기술의 제안  ,구글 이후의 경쟁 세력  ,실리콘밸리에 미친 충격적 예언
"2020-2022 앞으로 3년, 투자의 미래",글로벌 금융위기 대비 투자 전략  ,저성장·저금리 시대의 자산 포트폴리오  ,'김영익'과 '강흥보'의 시장 분석  ,디플레이션 공포와 경제 위기  ,중국 및 미국 자산시장 반등 전망  
더러워도 괜찮아,미생물 생태계와 건강,청결과 면역 시스템의 관계,아이들의 성장 발달에 미치는 영향,과학적 접근을 통한 건강한 생활 방식,적절한 노출로 면역력 강화
가난한 청년의 부자 공부,경제적 자유를 위한 투자 전략  ,자수성가한 부자의 행동 특성  ,부동산 투자 노하우  ,가난에서 부자로 거듭나는 방법  ,자기 경영과 성공 철학  
나는 무조건 합격하는 공부만 한다,빠른 합격을 위한 패턴 공부법  ,동기 부여와 멘탈 관리 방법  ,효율적인 시험 준비 전략  ,다양한 시험 유형에 대한 경험  ,생활 패턴 조정과 취침 시간 관리  
실전 온라인 유통 마케팅,온라인 유통 전략,쇼핑몰 구축 방법,유통 용어 및 프로그램,오프라인에서 온라인으로의 전환,고객 노출 극대화 방법
잊기 좋은 이름,'김애란'의 성장과 가족 이야기  ,사람과의 관계에 대한 성찰  ,문학과 개인 경험의 교차점  ,잊혀진 이름들에 대한 회상  ,현대 사회 속 다양한 정체성 탐구  
청춘의 재테크 상담소,청춘의 금융문맹 극복 프로젝트,자본주의에서 경제적 자유 찾기,밀레니얼을 위한 재테크 가이드라인,14월의 월급으로 투자하기,서울 내 집 마련 전략
버려진 사랑,남편에게 버림받은 여성의 심리  ,독립적인 여성으로서 자아 찾기  ,‘올가’의 아슬아슬한 홀로서기  ,고통 속에서 다시 찾는 일상  ,성 역할의 고정관념과 도전
"읽고 쓴다는 것, 그 거룩함과 통쾌함에 대하여",고전 읽기와 글쓰기의 관계  ,자기 성찰과 소통의 방법  ,읽기를 통한 글쓰기 능력 향상  ,실전 글쓰기 노하우  ,'고미숙'의 글쓰기 강의 경험
한 줄 정리의 힘,한 줄 요약의 중요성  ,배운 것을 일로 연결하기  ,효과적인 의사소통 기술  ,짧은 설명으로 가치 전달하기  ,정리 및 표현 능력 향상
지쳤거나 좋아하는 게 없거나,무기력 해소를 위한 자기 발견,행복 찾기와 재충전 방법,건강한 인간관계 유지,연애에서의 서로 다름 인정하기,자존감 회복과 감정 관리
9시에서 9시 사이,슈타니슬라우스 뎀바의 심리적 갈등,현실과 꿈의 경계 탐구,어둠 속의 자유와 탈주,현대 장르 문학의 고전,불안한 일상과 괴이한 사건
좋은 생명체로 산다는 것은,동물과의 교감의 중요성  ,다양한 종에서 배우는 삶의 태도  ,감정이 있는 동물 이해하기  ,인간다움과 동물의 가르침  ,새로운 시각으로 바라본 동물권 문제
기적의 식단,저탄수화물 고지방 다이어트 비법,건강한 식사와 체중 감량의 관계,한국인의 맞춤형 식생활 개선,탄수화물 줄이기와 좋은 지방 섭취,요요현상 방지를 위한 다이어트 전략
나는 꽤 괜찮은 사람입니다,자신감을 개발하는 방법  ,성공과 실패의 차이  ,꿈을 이루는 능력  ,제한적인 자신감의 오해  ,'브라이언 트레이시'의 성공 사례
대한민국 인구 소비의 미래,인구변화의 필수성,고객 및 시장 변화,지속 가능한 전략 수립,경쟁적인 기업 환경,통계적 충격과 재검토
법정스님 인생응원가,'법정스님'의 말씀과 침묵  ,치열한 경쟁사회에서의 위안  ,불확실한 미래와 물욕의 상실감  ,진정한 행복의 길  ,'다연(茶宴)' 같은 명상록
김도형의 데이터 사이언스 스쿨(수학 편),데이터 분석을 위한 핵심 수학,머신러닝과 딥러닝 필수 수학,파이썬 패키지를 활용한 구현,인공지능 개발 입문자 교육,실용적인 프로젝트와 연습 문제
미술관에 GAN 딥러닝 실전 프로젝트,생성적 적대 신경망(GAN) 프로젝트,변이형 오토인코더(VAE) 활용,딥러닝을 통한 창조적 모델링,음악 및 텍스트 생성 기술,CycleGAN과 스타일 변환
에마,'에마'의 자기 인식 성장 과정  ,19세기 영국의 로맨스와 결혼  ,중매의 실패와 엉뚱한 결과  ,심리 묘사와 인간 내면의 탐구  ,유머와 아이러니를 통한 사회 비판  
좀비 썰록,한국 고전 문학의 좀비 재해석  ,젊은 작가들의 장르적 실험  ,원전과 결합된 독창적인 단편들  ,다양한 작가의 스타일과 접근법  ,사회 현실을 반영한 판타지적 요소
펭귄브로의 3분 딥러닝 파이토치맛,파이토치로 인공지능 구현하기,다양한 딥러닝 모델 학습,비지도학습 및 강화학습 기법,실전 중심의 코드 예제,패션 아이템 구분하는 DNN
Do it! 첫 코딩 with 자바,'코딩 입문서'  ,'비전공자를 위한 프로그래밍 개념'  ,'디지털 시대의 필수 소양'  ,'무료 온라인 실습 플랫폼'  ,'자바 언어를 통한 텍스트 코딩'  
에크하르트 톨레의 이 순간의 나,현재에 머무는 중요성,고통과 불안에서의 해방,내면의 평화 찾기,명상과 자기 발견,진정한 마음의 자유
"일상, 다 반사",'프리랜서 일러스트레이터'의 일상  ,웃음으로 반전하는 지루한 일상  ,솔직한 에세이와 4컷 만화  ,불안과 두려움을 공유하는 이야기  ,'키크니 월드'에서의 공감과 위로
맥스웰 몰츠 성공의 법칙,성공의 심리학적 원리  ,부정적인 자아 이미지 변화  ,사이코사이버네틱스의 기법  ,자기계발과 실천법  ,의식 변화와 자아 혁신
봄에는 자살 금지,자살과 삶의 의미 탐구  ,'자살자의 집'의 기능과 목적  ,인물들의 내적 갈등과 회복  ,아름다운 거짓말 같은 이야기 전개  ,자연과 음악을 통한 치유 과정
다크니스 모어 댄 나잇,'형사 해리 보슈'와 '프로파일러 테리 매케일렙'의 대결,범죄 현장과 '히에로니무스 보슈'의 그림 연결,현대 사회 범죄의 현실적 묘사,LA에서의 정의 추구와 악의 본질 탐구,강력반 형사의 고독한 싸움과 내면의 갈등
미래학교,디지털 네이티브의 교육법,미래학교의 청사진,인공지능과 교육의 융합,협력적 학습 환경,창의성과 메타인지의 중요성
밤의 행방,현대인의 불온한 삶,사랑하는 사람을 잃은 슬픔,인간 존재에 대한 질문,기묘한 동거 이야기,'주혁'의 신비로운 경험
블랙 에코,형사 '해리 보슈'의 복수,베트남전 참전 경험과 악몽,LA 경찰국 내 권력 다툼,범죄와 정의의 모호한 경계,약물 중독자 살인 사건 조사
할아버지와 꿀벌과 나,상처 극복의 여정  ,할아버지와 꿀벌의 가르침  ,가정폭력과 대물림  ,어린 시절의 기억과 성장  ,독립적인 여성의 자아 발견
0 영 Zero 영,불행의 그림자 숨기기  ,도시에서의 식인 세계관  ,사냥꾼과 사냥감의 관계  ,타인을 이용한 행복 추구  ,공허한 현대 사회의 진실
남자의 뇌,남자의 뇌 이해하기,호르몬과 뇌의 상호작용,사랑과 유전 정보,남자와 여자 간의 차이점,테스토스테론의 영향
박 회계사의 완벽한 재무제표 활용법,'박동흠' 회계사의 재무제표 분석 원칙  ,기업 재무상태 평가 기준  ,국제회계기준(IFRS) 이해하기  ,투자 결정을 위한 실제 사례  ,좋은 기업과 나쁜 기업 체크리스트  
베조스 레터,제프 베조스의 경영 철학,아마존 성장 전략 분석,고위험 고수익 비즈니스 원칙,장기적 사고의 중요성,지속 가능한 성장 사이클
아홉 명의 완벽한 타인들,'완벽한 타인'의 치유 과정  ,제한된 공간에서의 심리적 긴장감  ,다양한 인물들의 상처와 비밀  ,'평온의 집'에서의 변신과 자아 발견  ,서로에게 힘이 되는 인간 관계
운의 탄생,운의 법칙 이해하기  ,불운에서 행운으로의 전환  ,뇌과학과 심리학의 접목  ,우연이 아닌 습관으로서의 운  ,'칼라 스타'의 회복 여정  
페미니즘 교차하는 관점들,다양한 페미니즘 관점들,여성 해방의 정치적 실천,복잡한 현실 속 성별 문제,가족 구조와 페미니즘 비판,유색인종 페미니스트의 경험
불한당: 나쁜 놈들의 세상(시나리오),필름 누아르의 새로운 시각  ,두 남자의 치명적인 이야기  ,삭제 장면 및 미공개 장면  ,스타일리시한 연출과 완벽한 연기  ,영화와 다른 결말의 확인
가기 전에 쓰는 글들,'시인의 유고 원고'에 대한 회상  ,'문학적 인연'의 지속성  ,'죽음과 이별'의 감정 표현  ,'마당에서의 기억'과 상징적 꽃  ,'편지'를 통한 소통과 추억
"어쩌다 보니, SNS마케팅으로 월 1,000을 버는 사람이 되어버렸다!",'SNS 마케팅' 기초 가이드  ,통합 운영 전략  ,무료 프로그램 활용법  ,수익 연결 방법  ,유저 소통 및 광고 제휴
에픽테토스의 인생을 바라보는 지혜,스토아 철학의 영향력  ,내면의 자유와 외부 저항  ,에픽테토스의 실천적 가르침  ,역경 속에서의 강인함  ,힘의 구분과 자기 인식
좌파 문화권력 3인방,좌파 문화권력 비판  ,반대한민국 도그마  ,386 세대와 젊은 세대  ,백낙청·리영희·조정래의 영향  ,자유와 지성의 새 공기
일본 제국 패망사,태평양 전쟁의 전개 과정,일본 제국의 몰락 연대기,군부의 판단 능력 마비,조선인의 전쟁 참여와 경험,일본의 침략 전쟁과 반성
"영알못, 외항사 승무원&1등 영어강사 된 공부법",외국 항공사 취업 경험  ,'영알못'의 영어 공부법  ,승무원 면접 노하우  ,비행기 내 에피소드  ,해외 취업 성공 비법
익명의 소녀,심리 실험과 비밀의 대가,뉴욕의 상류층 라이프스타일,불안과 외로움의 심리 묘사,제시카와 실즈 박사의 심리 게임,익명성과 그로 인한 위협
지식의 세계사,지식권력의 역사,서구 사상의 근대성,이성과 합리성의 위기,근대성의 비판적 성찰,식민지 계몽주의 분석
공부하기가 죽기보다 싫을 때 읽는 책,지루하지 않게 공부하는 법  ,맞춤형 공부법 제시  ,성향에 따른 공부 접근  ,지속 가능한 공부 방법  ,고정관념에서 벗어난 학습 전략  
해피 아포칼립스!,자본 전쟁의 희생자들,종말의 상상력과 현실,'만 가족 타운하우스'의 기괴한 풍경,인간의 생존과 돌연변이,경제 재앙 속의 사회적 고립
여자로 살아가는 우리들에게,여성의 일과 사랑,솔직한 대화와 가식,'교환일기'의 추억,생리와 페이 협상법,인간관계와 일상에 대한 공감
짐 로저스 앞으로 5년 한반도 투자 시나리오,'한반도' 경제 통합의 미래,짐 로저스의 투자 전략,북한과 한국의 경제 상황,주요 국가의 경제 전망,세계 투자 지형 변화
판을 바꾸는 질문들,인터뷰 전문가의 질문 기술,질문의 유형과 효과,영향력 있는 인물의 조언,원하는 것을 얻는 질문 전략,소통을 통한 성공적인 대화
계획된 불평등,전산화와 성별화의 관계  ,'블레츨리 파크'의 여성 기술인들  ,정부의 기술관료제와 여성 차별  ,컴퓨터 산업의 남성적 인식  ,역사적 경제적 결과와 여성의 배제  
침묵하지 않는 사람들,디지털 미디어 시대의 영웅들,부조리에 대한 저항,사회적 변화의 촉매,개인의 힘과 영향력,'사우디아라비아' 여성 운전 합법화
마흔의 돈 공부,4050세대 경제적 자립 솔루션  ,단무지 법칙과 지속적 성공  ,은퇴 후 재테크 전략  ,인생 2막의 돈 공부  ,수익형 부동산 투자 방법  
의사는 왜 여자의 말을 믿지 않는가,성 편견과 의료 차별,여성의 아픈 권리,오진과 진단 오류,의료계의 젠더 불평등,여성 환자의 증상 무시
지금 바로 돈 버는 기술,'신사임당'의 창업 다마고찌 프로젝트,온라인 창업과 미디어 커머스 활용법,0원으로 시작하는 돈 버는 방법,"월 수익 1,000만 원 달성 비법",소비자에서 판매자로의 마인드 전환
항생제 열전,항생제의 역사적 발전  ,구조-작용 관계의 개선  ,항생제 종류별 가족사  ,평범한 과학자들의 협력  ,감염학과 항생제 진화
나의 첫 금리 공부,금리와 경제의 상관관계  ,자본시장 이해하기  ,투자자산 보호 및 이익 추구  ,금융위기와 금리 변동  ,채권시장과 기준금리 영향
나의 쓰지 않은 책들,'조지 스타이너'의 지적 탐구,쓰지 않은 책들의 아이러니,20세기 역사와 유대인 경험,인간의 폭력과 광신에 대한 고찰,대답할 수 없는 질문들
현명한 자산배분 투자자,위험 최소화 및 수익 극대화 전략  ,장기적 포트폴리오 구축 방법  ,개인 투자자를 위한 자산배분 로드맵  ,글로벌 금융시장과 불확실성 관리  ,한국에 적합한 투자 포트폴리오 안내  
내게 맞는 일을 하고 싶어,나를 알고 직업 찾기  ,진로 상담과 시행착오  ,좋아하는 일과 잘하는 일  ,다양한 경험을 통한 진로 탐색  ,개인 맞춤형 직업 가계도
모리스,동성애의 사회적 금기,성적 정체성과 자기 발견,케임브리지 대학의 사랑 이야기,전통과 제도의 비판,'모리스'의 불가능한 행복
사회성이 고민입니다,인간관계의 복잡성,외로움과 고독의 차이,사회적 뇌와 관계의 한계,평판과 자아 인식,경쟁과 협력의 심리
다름 아닌 사랑과 자유,유기 동물 보호를 위한 사랑,동물권 향상과 인식 변화,'카라 더봄센터' 건립과 운영,'일대일 결연' 후원 프로그램,동물과 인간의 공존과 연대
로마법 수업,로마법의 현대적 해석  ,인간 존재와 자유에 대한 질문  ,고대 로마 사회의 도덕성과 윤리  ,개인과 공동체의 갈등 해결  ,로마법과 현대 사회의 연관성  
내 아들은 조현병입니다,조현병 가족의 고통  ,정신질환에 대한 사회적 편견  ,두 아들의 삶과 죽음  ,사랑과 상실의 이야기  ,정신질환자의 인권과 이해  
지극히 사적인 프랑스,'오헬리엉 루베르'의 프랑스 관찰,프랑스의 사회적 현실과 이미지 간극,현대 프랑스인의 정체성과 문화,한국과 프랑스의 유사한 고민,프랑스의 교육 및 복지 시스템 비판
데이터 읽기의 기술,소비자 데이터 분석의 중요성  ,영수증 데이터의 심리적 통찰  ,데이터 기반 마케팅 전략  ,데이터 읽기 기술과 인사이트  ,소비자 행동 이해를 위한 데이터 활용  
분쟁의 세계지도,세계 분쟁과 갈등의 이해,지리적·지정학적 분석,역사적 맥락과 원인,글로벌 시민으로서의 역할,복잡한 지도와 정보 제공
심플 소프트웨어,소프트웨어 설계 원칙,코드 가독성 및 안정성,프로그래머의 올바른 방법,단순함의 중요성,버그질라 프로젝트 통찰
인생을 어떻게 살면 좋겠냐고 묻는 딸에게,아버지가 전하는 인생 조언  ,외동딸을 위한 삶의 메시지  ,행복한 선택과 불행한 선택  ,당당한 인생 개척하기  ,원포인트 인생 레슨  
클래식이 알고 싶다: 낭만 살롱 편,클래식 음악의 이해  ,낭만주의 시대 작곡가들  ,감성적인 음악 소개  ,클래식 초보자를 위한 가이드  ,음악과 삶의 연결
한국이 열광할 세계 트렌드(2020),글로벌 비즈니스 성공 사례,혁신적인 사업 아이템 발굴,소비자 요구에 기반한 트렌드,지속 가능한 신사업 전략,문화와 시장의 변화 이해
끝까지 남겨두는 그 마음,시를 통한 감정의 교감  ,나태주 시인의 삶과 작품  ,필사와 감성의 즐거움  ,"사랑, 그리움, 일상, 자연의 주제  ",캘리그라피와 삽화의 조화  
신경과학,신경과학의 사회적 영향,신경본질주의에 대한 비판,교육 신경과학의 과도한 기대,뇌 기능의 이해와 한계,개인 정체성과 신자유주의 이데올로기
의지와 표상으로서의 세계,의지 철학의 본질,인간 존재의 고통과 치료,'칸트' 철학의 영향력,현대 심리학과의 연관성,19세기 독일 철학의 전환점
환율도 모르고 경제 공부할 뻔했다,환율 이해의 중요성  ,경제 초보자를 위한 기초 지식  ,외환시장 변동 요인 분석  ,투자자로서의 심리와 차트 활용  ,글로벌 경제 예측과 환율 영향
밀레니얼 이코노미,밀레니얼 세대의 경제적 도전,한국 경제의 구조적 문제,소비 및 투자 패턴 변화,스타트업과 공유경제의 부상,지연된 세대교체 현상
연애의 언어,현실의 연애 기술  ,대화 스킬과 듣기 기술  ,연애 고민 해결하기  ,사랑의 본질 이해하기  ,다양한 인간관계 응용
딥러닝 레볼루션,딥러닝의 혁신적 변화  ,인공지능과 머신러닝의 미래  ,자율주행 자동차의 사회적 영향  ,AI와 인간 지능의 공조  ,4차 산업혁명과 기술 발전
벌새,1994년 사회적 기억,중학생 '은희'의 성장 이야기,여성 서사와 개인적 경험,국가주의와 가부장제의 고통,영화와 사회의 관계 탐구
엑셀 매크로&VBA 바이블,엑셀 업무 자동화,매크로 및 VBA 기본 학습,다양한 엑셀 버전 활용,실무에 맞는 예제 제공,반복 업무 효율 개선
편집디자인 강의 with 인디자인,편집디자인 실무 흐름 이해  ,인디자인 작업 환경 설정  ,10년차 디자이너의 실전 노하우  ,후가공 샘플 비교 및 활용  ,신입 편집디자이너를 위한 멘토링
반도체 제국의 미래,반도체 공급망 변화,글로벌 반도체 기업 경쟁,팹리스와 파운드리 사업,기술 혁신과 전략,반도체 산업의 미래 전망
부의 인문학,'부동산 스터디' 카페 회원들의 투자 통찰  ,돈의 흐름과 부의 작동 원리  ,인문학적 시각으로 본 투자 방법론  ,경제학 이론과 성공적인 주식 투자법  ,정치와 경제가 삶에 미치는 영향
데일 카네기 인간관계론,성공적인 인간관계의 비결,사람을 설득하는 방법,친구를 만드는 원칙,실용적인 자기계발서,데일 카네기의 교훈
면화의 제국,자본주의의 기원과 재편,'면화'와 전쟁자본주의의 관계,식민지 확장과 노예노동의 역할,글로벌 경제 형성의 역사,불평등과 현대 자본주의의 진실
아기 말고 내 몸이 궁금해서,임산부의 신체적·정신적 변화,과학적 근거와 경험의 기록,임신 부작용에 대한 부족한 지식,여성의 몸에 대한 사회적 무관심,'임신성 소양증'과 관련된 연구 부족
여자짐승아시아하기,아시아 여행의 성찰,여성적 존재의 탐구,페미니즘과 문학의 만남,짐승과 인간의 경계 허물기,개인적이고 내밀한 이야기
